Team,Opp.,W/L
North Carolina A&T,Coastal Carolina,L
N.C. State,Colgate,W
Denver,Montana,L
Lindenwood,New Orleans,L
Maryland Eastern Sho,Old Dominion,L
Santa Clara,Nevada,L
Wagner,Boston University,W
Miami OH,Wright St.,L
Bryant,Stonehill,L
TCU,Colorado St.,L
Florida Gulf Coast,TCU,L
Fresno St.,Washington St.,L
Grambling St.,Florida,L
Nebraska Omaha,Northern Iowa,L
UCF,Purdue Fort Wayne,W
Mississippi,South Alabama,W
South Alabama,TCU,L
Alabama A&M,South Carolina St.,L
Southern Utah,New Mexico St.,L
Utah Tech,Oregon St.,L
Le Moyne,Army,L
Cleveland St.,Kansas St.,L
Oklahoma St.,Florida Atlantic,L
Tarleton St.,Indiana St.,L
Buffalo,North Carolina A&T,W
Prairie View A&M,UAB,L
Providence,DePaul,W
Louisiana Monroe,Southeastern Louisia,L
Stony Brook,George Mason,L
Tennessee St.,Wyoming,L
UC Davis,Washington,L
Abilene Christian,Baylor,L
Binghamton,LIU,W
Indiana,Louisville,L
Pacific,Missouri,L
Florida St.,Tarleton St.,W
Colorado St.,UC Riverside,L
Loyola MD,VMI,W
Charleston Southern,UT Rio Grande Valley,L
UNC Wilmington,Colgate,L
UC Santa Barbara,Eastern Washington,W
Gardner Webb,Pittsburgh,L
Loyola Marymount,Saint Louis,L
Western Kentucky,Murray St.,W
Nicholls St.,Northern Kentucky,W
North Carolina Centr,George Mason,L
Northwestern St.,Oklahoma,L
Charlotte,Richmond,W
Jacksonville,South Carolina St.,W
Southeast Missouri S,Murray St.,L
Arizona St.,Florida,L
Montana St.,Cal St. Northridge,L
FIU,East Carolina,L
FIU,Rice,L
Jackson St.,High Point,L
Manhattan,Le Moyne,L
Eastern Illinois,Northern Illinois,W
Vermont,Colgate,L
Louisiana Monroe,Arkansas Pine Bluff,W
Eastern Michigan,Loyola Chicago,L
Kent St.,Kennesaw St.,W
UTEP,Long Beach St.,W
Navy,NJIT,L
Northern Arizona,Pacific,W
Western Illinois,Northern Iowa,L
Howard,Boston University,L
Stonehill,Bryant,W
Cal St. Northridge,Montana St.,W
Central Connecticut,Fairfield,W
Chicago St.,Saint Louis,L
Florida Gulf Coast,FIU,W
Hofstra,Tarleton St.,L
Washington St.,Iowa,L
Drexel,La Salle,L
Lamar,Texas A&M Corpus Chr,W
LIU,Winthrop,L
Saint Joseph's,Princeton,L
Coastal Carolina,USC Upstate,W
Utah Tech,Utah St.,L
Youngstown St.,Stephen F. Austin,L
Western Illinois,Green Bay,L
Louisiana Monroe,UT Arlington,L
Delaware St.,NJIT,W
Presbyterian,Kennesaw St.,L
Boston College,The Citadel,W
Utah Valley,Idaho St.,W
Louisville,Winthrop,W
Alabama St.,Cincinnati,L
Austin Peay,UT Arlington,L
Buffalo,St. Bonaventure,L
Northeastern,Cal St. Bakersfield,L
N.C. State,Coppin St.,W
Hampton,Providence,L
Little Rock,Arkansas,L
Mercer,South Alabama,L
New Hampshire,Massachusetts,L
Mercer,Miami OH,L
Miami OH,Indiana,L
North Dakota,Utah Valley,L
Northeastern,Vermont,L
Austin Peay,Morehead St.,L
Virginia,Bethune Cookman,W
Eastern Illinois,Indiana,L
Drake,Georgia Southern,W
Maryland,Manhattan,W
South Dakota St.,Northern Colorado,L
Southern,Texas A&M Commerce,L
UMKC,Albany,L
California,Vanderbilt,L
Fairfield,Georgetown,L
Niagara,LIU,W
Merrimack,UTSA,L
NJIT,Morgan St.,L
Rutgers,Kennesaw St.,L
Grand Canyon,UC Davis,L
Louisiana Monroe,UT Arlington,L
UMBC,Boston University,L
Coppin St.,George Mason,L
Delaware,Iona,W
Howard,Missouri,L
UNLV,Mississippi St.,L
Tulane,New Orleans,L
VCU,Penn,W
The Citadel,Central Arkansas,L
Idaho,UC San Diego,L
Central Connecticut,UMass Lowell,W
Ohio St.,Auburn,L
Evansville,Campbell,W
Coastal Carolina,Campbell,W
East Carolina,Stetson,W
George Mason,Duke,L
Kennesaw St.,Kent St.,L
Saint Peter's,Seton Hall,L
Cal Baptist,UCF,L
New Mexico,Grambling St.,W
Louisiana,Louisiana Tech,L
Navy,Quinnipiac,L
Southeast Missouri S,UNC Asheville,L
Vermont,Brown,L
Western Illinois,Central Arkansas,W
Columbia,Albany,L
Southeastern Louisia,Gardner Webb,L
Robert Morris,New Orleans,W
North Carolina A&T,Virginia Tech,L
Pittsburgh,Mississippi St.,L
Richmond,Bucknell,L
Texas Southern,Texas St.,L
Wyoming,Tulane,W
Boise St.,Washington St.,L
Fairfield,New Hampshire,W
Fresno St.,Long Beach St.,W
Minnesota,Wake Forest,L
Western Illinois,San Jose St.,W
Arkansas Pine Bluff,Cincinnati,L
Evansville,Murray St.,L
Georgia Tech,North Carolina,L
Georgia Tech,Northwestern,L
South Carolina St.,IU Indy,W
Massachusetts,Louisiana Tech,L
Maine,Fordham,L
Northeastern,Florida Gulf Coast,W
Robert Morris,Purdue Fort Wayne,L
Seton Hall,Vanderbilt,L
Southern Indiana,Bellarmine,W
Texas A&M,Wake Forest,W
Winthrop,Florida St.,L
Navy,Campbell,L
Seattle,Furman,L
Georgia St.,Jacksonville St.,L
Le Moyne,Connecticut,L
Marshall,UNC Wilmington,L
Old Dominion,Maryland Eastern Sho,W
Creighton,Nebraska,L
North Alabama,Northwestern St.,L
Le Moyne,Binghamton,L
Towson,Kennesaw St.,L
Southern Miss,Lamar,L
Oklahoma St.,Oklahoma,L
Radford,North Carolina Centr,W
Southern,South Dakota,L
St. Thomas,Milwaukee,L
Stephen F. Austin,Oregon,L
Cal St. Bakersfield,Florida Gulf Coast,L
The Citadel,Campbell,L
Harvard,Holy Cross,L
LIU,Mississippi,L
New Orleans,Iowa,L
Appalachian St.,Queens,W
Arkansas St.,Stephen F. Austin,W
Air Force,Stony Brook,W
Appalachian St.,Wisconsin,L
East Tennessee St.,James Madison,L
Texas St.,Eastern Michigan,W
Elon,Maine,L
Fairleigh Dickinson,Army,L
Hofstra,Rice,W
Coppin St.,Loyola MD,L
Abilene Christian,Texas A&M Commerce,L
Binghamton,Niagara,L
Fairfield,Drexel,L
Jackson St.,Iowa St.,L
Texas A&M Corpus Chr,Lamar,L
Texas A&M Commerce,Oklahoma,L
Bucknell,Radford,L
Jackson St.,Arkansas St.,L
Louisiana Monroe,LSU,L
Oral Roberts,Minnesota,L
Sacramento St.,Air Force,W
South Carolina St.,Jacksonville,L
South Florida,Charleston,L
UAB,High Point,L
American,UMKC,W
Ball St.,Eastern Kentucky,W
Eastern Washington,Cal Poly,L
FIU,Northeastern,L
Fresno St.,Santa Clara,L
Massachusetts,Harvard,W
Austin Peay,Southern Illinois,L
UC Davis,Stanford,L
West Virginia,Pittsburgh,L
Radford,Chicago St.,W
Coppin St.,Miami FL,L
Illinois Chicago,East Carolina,L
Lipscomb,Arkansas,L
NJIT,Navy,W
New Hampshire,Connecticut,L
Pacific,Portland St.,L
Southeast Missouri S,Central Arkansas,W
Oklahoma St.,Tarleton St.,W
Tennessee Tech,North Alabama,L
UC Riverside,Alcorn St.,W
Chicago St.,St. Thomas,L
Georgia Tech,Cincinnati,L
Northeastern,FIU,W
FIU,Southern Utah,L
Quinnipiac,Holy Cross,L
UT Arlington,Murray St.,L
Central Arkansas,Southeast Missouri S,L
Nicholls St.,Southeastern Louisia,W
Texas A&M Commerce,South Dakota,L
Utah Tech,Portland St.,L
LIU,Binghamton,L
Detroit Mercy,Northern Kentucky,L
North Carolina Centr,Radford,L
Arkansas,Troy,W
Iona,Vermont,W
Western Michigan,North Dakota St.,L
American,Saint Joseph's,L
High Point,Appalachian St.,W
Cal St. Fullerton,Colorado,L
Coppin St.,Wagner,L
FIU,Howard,L
Kansas,Missouri,L
Lamar,Akron,L
East Carolina,North Alabama,L
Loyola Marymount,North Dakota,L
Bowling Green,Bellarmine,L
Central Connecticut,Northeastern,L
Montana St.,Denver,L
SIU Edwardsville,Indiana,L
UC Riverside,Santa Clara,L
Wichita St.,UMKC,L
Army,Albany,W
Bethune Cookman,Purdue Fort Wayne,L
Providence,Central Connecticut,W
Eastern Illinois,Eastern Kentucky,L
La Salle,Northeastern,L
Sam Houston St.,UNC Wilmington,L
Portland,UMKC,L
Binghamton,Miami FL,L
Bucknell,Siena,L
Charleston Southern,South Carolina St.,L
Creighton,San Diego St.,L
Delaware St.,Providence,L
IU Indy,Eastern Michigan,L
Bellarmine,VMI,L
St. Bonaventure,Cal St. Northridge,W
Robert Morris,Canisius,W
IU Indy,Lindenwood,L
Southeastern Louisia,Mississippi St.,L
Cal St. Bakersfield,UC San Diego,L
Southern Illinois,Eastern Kentucky,L
Florida A&M,Utah,L
Long Beach St.,Portland,L
LSU,Alabama St.,W
Colorado,Eastern Washington,W
Duquesne,Maine,L
Monmouth,Youngstown St.,L
Radford,Clemson,L
San Francisco,Bradley,L
Southeast Missouri S,Lipscomb,L
UC Santa Barbara,Loyola Marymount,L
American,La Salle,L
Binghamton,Fordham,L
Green Bay,Cleveland St.,L
Hofstra,Seton Hall,W
Wichita St.,Monmouth,W
Morgan St.,Xavier,L
New Mexico St.,Pepperdine,L
North Dakota,Notre Dame,L
Sacramento St.,UC San Diego,L
Texas A&M Commerce,Abilene Christian,W
Eastern Illinois,Butler,L
High Point,Missouri St.,L
Rice,Louisiana Monroe,W
Saint Peter's,Manhattan,L
UNC Greensboro,San Jose St.,L
UMass Lowell,LIU,W
Mercyhurst,Binghamton,L
Mississippi Valley S,Kansas St.,L
Houston Christian,Northwestern St.,L
Air Force,Sacramento St.,L
Texas A&M Commerce,Texas A&M,L
UNC Asheville,George Mason,L
Boise St.,Boston College,L
Towson,Duquesne,L
Fordham,Manhattan,L
Memphis,Arkansas St.,L
Lindenwood,Missouri,L
Maryland Eastern Sho,Little Rock,L
NJIT,Bucknell,L
Saint Francis,Campbell,W
Stephen F. Austin,UT Rio Grande Valley,L
Chicago St.,Indiana St.,L
Evansville,Middle Tennessee,L
Norfolk St.,William & Mary,L
Northwestern St.,LSU,L
Rice,Houston Christian,W
UCF,Wisconsin,L
Nebraska Omaha,Alabama St.,L
Sacred Heart,Albany,L
Jacksonville St.,Georgia St.,W
Siena,Jacksonville,L
Coastal Carolina,Western Michigan,W
Holy Cross,Central Connecticut,L
Lipscomb,Western Kentucky,L
Southern,Mississippi,L
The Citadel,Vanderbilt,L
Abilene Christian,Montana St.,L
North Carolina,Georgia Tech,W
Providence,Hampton,W
VCU,Merrimack,W
Longwood,Milwaukee,W
Cleveland St.,Morehead St.,L
Siena,Xavier,L
Stony Brook,Columbia,L
Washington,USC,L
Arkansas Pine Bluff,Missouri,L
Colorado,Michigan St.,L
Coppin St.,UMBC,L
Lindenwood,Oklahoma,L
San Jose St.,Pacific,L
Pepperdine,UNLV,L
Fresno St.,San Diego St.,L
Southern Indiana,Marshall,L
Southern Miss,South Dakota St.,L
Vermont,Iona,L
UCLA,Boston University,W
Brown,Holy Cross,L
Nebraska Omaha,Iowa St.,L
Southeast Missouri S,Bradley,L
Alabama St.,Southern Miss,L
Elon,East Tennessee St.,L
New Hampshire,Harvard,L
Cal St. Fullerton,UCLA,L
Tulsa,Detroit Mercy,W
Detroit Mercy,Wake Forest,L
FIU,Florida Gulf Coast,L
Mount St. Mary's,Saint Francis,W
UNC Greensboro,Indiana,L
Bowling Green,New Mexico St.,W
Central Michigan,Marquette,L
Utah Tech,New Mexico St.,L
Troy,Oregon,L
Virginia,SMU,L
The Citadel,Charleston,L
Jackson St.,Western Kentucky,L
Nebraska,Michigan St.,L
West Georgia,North Dakota St.,L
Saint Francis,Penn St.,L
Troy,Houston,L
UTSA,Little Rock,L
Queens,Mercer,W
Monmouth,Presbyterian,L
Florida Gulf Coast,Northeastern,L
Northeastern,Massachusetts,L
DePaul,Providence,L
TCU,South Alabama,W
Austin Peay,East Tennessee St.,L
Southern Illinois,Bradley,L
Coppin St.,Saint Joseph's,L
Virginia,Coppin St.,W
Northern Arizona,Eastern Michigan,L
Western Kentucky,Lipscomb,W
Virginia,Tennessee,L
Cal St. Northridge,UC Riverside,L
UNC Asheville,Alabama,L
Charleston Southern,VMI,L
Toledo,Oakland,L
Western Carolina,Marquette,L
Chicago St.,Youngstown St.,L
Colgate,Appalachian St.,L
Bethune Cookman,Virginia,L
Delaware St.,Virginia Tech,L
Appalachian St.,Miami OH,L
Quinnipiac,Yale,L
Canisius,Siena,L
Tarleton St.,SMU,L
Howard,Kansas,L
Mississippi Valley S,Texas,L
Monmouth,Michigan St.,L
Monmouth,Northern Illinois,L
Oakland,Illinois,L
San Diego,Arizona St.,L
Bowling Green,Southern Miss,L
Wake Forest,North Carolina A&T,W
Bucknell,Richmond,W
Boston University,Sacred Heart,L
Siena,Albany,L
Central Arkansas,Utah,L
Eastern Illinois,Valparaiso,L
North Carolina A&T,Wake Forest,L
Northern Illinois,Northern Iowa,L
Oakland,Youngstown St.,L
Princeton,Wright St.,L
San Diego,Rider,L
Saint Louis,Wichita St.,L
Cal Poly,UC Davis,L
Chicago St.,Mercer,L
George Washington,American,L
Mount St. Mary's,Loyola MD,L
Nicholls St.,Cincinnati,L
Cal Baptist,Northern Colorado,L
Robert Morris,West Virginia,L
North Carolina A&T,UNC Greensboro,L
Utah Valley,Stanford,L
Charlotte,East Tennessee St.,L
Navy,Elon,L
Mississippi,Grambling St.,W
Oregon,Portland,W
Saint Francis,Dayton,L
South Alabama,Mississippi,L
Southeastern Louisia,Louisiana,L
Detroit Mercy,Toledo,L
West Georgia,Tennessee Tech,L
Seton Hall,Saint Peter's,W
IU Indy,Coastal Carolina,L
Providence,Davidson,L
Louisiana Monroe,Houston Christian,L
Northwestern St.,Louisiana Monroe,L
San Diego,San Diego St.,L
South Carolina St.,Bethune Cookman,L
South Alabama,Western Illinois,L
Virginia Tech,Winthrop,W
Lindenwood,Robert Morris,L
Mississippi Valley S,Liberty,L
Youngstown St.,Monmouth,W
Tennessee Tech,Vanderbilt,L
The Citadel,Boston College,L
Wofford,Elon,L
Tennessee St.,Alabama A&M,W
Alabama A&M,UAB,L
Georgetown,Fairfield,W
Idaho,San Diego,L
Le Moyne,Texas A&M Corpus Chr,L
Mississippi Valley S,North Texas,L
Monmouth,Lehigh,L
Rice,Hofstra,L
Hampton,Norfolk St.,L
Queens,Appalachian St.,L
Sacred Heart,Connecticut,L
Seattle,Duke,L
Duquesne,Hampton,L
UMBC,Georgetown,L
Arkansas Pine Bluff,Texas,L
Tennessee Tech,UT Rio Grande Valley,L
Eastern Kentucky,Ball St.,L
Quinnipiac,Maine,W
Binghamton,Mercyhurst,W
Northern Kentucky,Florida St.,L
Sacramento St.,Fresno St.,L
VMI,Tennessee Tech,L
Boston College,VCU,L
Charlotte,Gardner Webb,W
Mercyhurst,Air Force,L
Portland,Ohio,L
Richmond,Auburn,L
South Dakota St.,Montana,L
Rider,Stony Brook,L
San Diego,Idaho,W
Northern Illinois,Georgia Southern,L
Fresno St.,Cal Baptist,L
Chattanooga,USC,L
Little Rock,Winthrop,L
Portland St.,St. Thomas,L
Rider,Coppin St.,W
Southeastern Louisia,Wyoming,L
Washington,Nevada,L
Northern Illinois,Illinois St.,L
Western Michigan,SIU Edwardsville,L
Duquesne,Old Dominion,W
Kennesaw St.,UC Irvine,L
Morehead St.,Chattanooga,L
Northern Kentucky,Purdue,L
Southern Miss,Tulane,L
Western Carolina,USC Upstate,L
Penn,Elon,L
Jackson St.,Xavier,L
Jacksonville,Florida Atlantic,L
Portland,Princeton,L
Campbell,Saint Francis,L
UTEP,San Jose St.,L
Towson,Morgan St.,W
Youngstown St.,Western Michigan,L
Denver,Cal St. Northridge,L
Jacksonville,East Tennessee St.,W
Air Force,LIU,L
Mississippi Valley S,UC Santa Barbara,L
Loyola Marymount,UC Santa Barbara,W
William & Mary,N.C. State,L
Florida A&M,Presbyterian,W
Air Force,Wright St.,L
IU Indy,Iowa St.,L
Le Moyne,St. Bonaventure,L
New Hampshire,Brown,L
Rider,Iowa,L
UC Davis,Cal Poly,W
Hofstra,Houston,L
Holy Cross,Maine,L
Mercer,DePaul,L
Mount St. Mary's,Maryland,L
Penn,Villanova,L
San Diego,Southern Utah,L
Stony Brook,Yale,L
UCLA,New Mexico,L
Northern Colorado,North Dakota St.,L
Lehigh,UCLA,L
Western Illinois,South Dakota,L
Lindenwood,Valparaiso,L
Weber St.,Oregon St.,L
UMKC,American,L
Iona,Cornell,L
New Hampshire,Dartmouth,L
Arkansas St.,Jackson St.,W
Lamar,Nebraska Omaha,L
Montana St.,USC,L
New Orleans,Robert Morris,L
Winthrop,Virginia Tech,L
Belmont,Loyola Marymount,L
Mercyhurst,California,L
Sacramento St.,Denver,L
Tarleton St.,Michigan,L
Texas St.,Abilene Christian,L
Towson,UMBC,L
VMI,Pittsburgh,L
Wichita St.,Florida,L
Missouri St.,South Dakota St.,L
West Georgia,South Florida,L
Seton Hall,Fordham,L
Robert Morris,Stonehill,W
Tennessee Martin,Illinois St.,W
Longwood,Tennessee Martin,W
UMKC,Creighton,L
Eastern Washington,UC Santa Barbara,L
Coastal Carolina,Jacksonville St.,L
Oral Roberts,Idaho St.,L
Oral Roberts,Texas Tech,L
Pepperdine,Northwestern,L
Vermont,Merrimack,L
Nevada,Washington St.,L
Bethune Cookman,Nebraska,L
Cal St. Fullerton,Pacific,L
Colgate,Drexel,L
Seton Hall,Hofstra,L
Morgan St.,Towson,L
Tarleton St.,UCF,L
Towson,South Carolina,L
West Georgia,Georgia Tech,L
Green Bay,Campbell,L
Chicago St.,Wisconsin,L
Fairfield,Rhode Island,L
Lafayette,La Salle,L
Southeastern Louisia,Nicholls St.,L
Texas Southern,Georgia Tech,L
Canisius,SIU Edwardsville,L
Jackson St.,Lipscomb,L
Siena,Miami OH,L
Stetson,LSU,L
Tulsa,Loyola Chicago,L
San Jose St.,Western Illinois,L
Alabama A&M,Tennessee St.,L
Nebraska,Bethune Cookman,W
Charleston Southern,North Florida,L
Jackson St.,Kentucky,L
Ohio St.,Maryland,L
Tennessee St.,Western Kentucky,L
Western Carolina,Florida St.,L
Wyoming,BYU,L
Mercyhurst,Canisius,W
Florida A&M,Maryland,L
Manhattan,Maryland,L
Morgan St.,UMBC,L
Toledo,Houston,L
Winthrop,Louisville,L
Xavier,Michigan,L
USC Upstate,South Carolina St.,L
Western Carolina,UNC Asheville,L
Wake Forest,Coppin St.,W
LIU,Lafayette,L
Loyola Marymount,Colorado St.,L
Sacramento St.,Mercyhurst,L
Vermont,Yale,L
Wyoming,Texas Tech,L
New Mexico St.,Bowling Green,L
Saint Joseph's,Navy,W
Cleveland St.,Michigan,L
Rider,Villanova,L
Minnesota,Cleveland St.,W
Le Moyne,Tennessee Martin,W
North Carolina Centr,West Virginia,L
Mississippi Valley S,Utah,L
Western Michigan,Coastal Carolina,L
Appalachian St.,Louisiana,L
Campbell,Longwood,L
Troy,Arkansas,L
USC Upstate,South Carolina,L
Quinnipiac,Saint Louis,L
Georgia St.,Charlotte,L
Denver,Utah Tech,L
UC Irvine,Kent St.,W
Air Force,North Alabama,L
Northern Illinois,Eastern Illinois,L
NJIT,Penn,L
Idaho St.,Utah Valley,L
LIU,UMass Lowell,L
Louisiana,Houston,L
Canisius,Merrimack,L
UTEP,Utah Valley,L
Albany,Army,L
Chicago St.,Texas,L
UC Irvine,Oregon St.,L
Penn,VCU,L
Wake Forest,Texas A&M,L
Montana,Oregon,L
Fresno St.,Sacramento St.,W
Wagner,St. John's,L
Central Arkansas,BYU,L
Campbell,Coastal Carolina,L
San Diego,Idaho St.,L
Ball St.,Detroit Mercy,L
Cleveland St.,Kent St.,L
Bethune Cookman,Tulane,L
Old Dominion,Boston College,L
Gardner Webb,Charlotte,L
Mercer,Queens,L
Sacramento St.,Nebraska Omaha,L
Northern Iowa,North Texas,L
Saint Francis,Mount St. Mary's,L
Appalachian St.,High Point,L
Penn,NJIT,W
UMass Lowell,Gonzaga,L
Georgia St.,Austin Peay,L
Stony Brook,Air Force,L
Dartmouth,Marist,L
Chicago St.,Eastern Kentucky,L
Louisiana Monroe,Tulane,L
Alcorn St.,TCU,L
Tarleton St.,Sam Houston St.,L
Bethune Cookman,Gardner Webb,L
Colgate,Cornell,L
Drexel,Penn,W
Boston College,South Carolina,L
UMBC,Penn St.,L
NJIT,Cleveland St.,L
Grambling St.,Pepperdine,L
Eastern Washington,South Dakota St.,L
Alcorn St.,Wichita St.,L
Grambling St.,New Mexico,L
Harvard,American,L
Harvard,Northeastern,L
Queens,BYU,L
Queens,Western Carolina,W
Dartmouth,Illinois Chicago,L
NJIT,Delaware St.,L
Texas A&M Commerce,Purdue Fort Wayne,L
Stephen F. Austin,Arkansas St.,L
Holy Cross,Virginia,L
Harvard,Massachusetts,L
Stony Brook,Brown,L
Tarleton St.,Florida St.,L
Georgia Southern,West Georgia,W
New Hampshire,Fordham,L
Long Beach St.,UNC Greensboro,L
Presbyterian,Florida A&M,L
Southern Miss,Montana St.,L
UT Rio Grande Valley,Lamar,L
Mount St. Mary's,Georgetown,L
Sacramento St.,Oregon St.,L
Delaware St.,Columbia,L
Canisius,Mercyhurst,L
Southern Miss,Mississippi,L
Northern Kentucky,Nicholls St.,L
Georgia Southern,Drake,L
TCU,Santa Clara,L
South Carolina St.,Marshall,L
North Dakota,Colorado St.,L
Charleston,Liberty,L
New Hampshire,Columbia,L
USC Upstate,Coastal Carolina,L
Cal St. Northridge,St. Bonaventure,L
Little Rock,Central Arkansas,W
Louisiana Monroe,Rice,L
Abilene Christian,Middle Tennessee,L
Wagner,Rutgers,L
Long Beach St.,Gonzaga,L
Prairie View A&M,DePaul,L
Campbell,Evansville,L
Tarleton St.,Iona,L
Maine,Quinnipiac,L
Bucknell,Rider,L
Cleveland St.,NJIT,W
Arizona St.,Idaho St.,W
Seton Hall,Monmouth,L
Tennessee Martin,Tennessee,L
Evansville,UT Arlington,L
Mississippi Valley S,BYU,L
Robert Morris,Youngstown St.,L
Alcorn St.,Tulane,L
Cal St. Fullerton,Long Beach St.,L
New Hampshire,Marist,L
Wagner,Georgetown,L
Tulsa,Oklahoma St.,L
Nebraska Omaha,Abilene Christian,L
Cleveland St.,Minnesota,L
Illinois Chicago,Dartmouth,W
Presbyterian,Stephen F. Austin,W
Austin Peay,Ohio,L
Colorado St.,Colorado,L
Lafayette,Niagara,W
Purdue Fort Wayne,Radford,L
Texas Southern,Boise St.,L
Alabama A&M,Georgia,L
UC Davis,Norfolk St.,L
Loyola Marymount,UC Irvine,L
Austin Peay,Samford,L
Hampton,George Washington,L
San Diego,Portland St.,L
New Orleans,Troy,L
Fresno St.,Cal St. Bakersfield,L
SIU Edwardsville,Green Bay,L
Utah Tech,Utah,L
Indiana St.,Florida Atlantic,L
Stephen F. Austin,Texas A&M Corpus Chr,L
Portland,UC Santa Barbara,L
Merrimack,Butler,L
Marist,Mount St. Mary's,W
Illinois St.,Tennessee Martin,L
Old Dominion,Duquesne,L
Iona,Sacred Heart,L
Milwaukee,Longwood,L
Toledo,UC San Diego,L
Dartmouth,Boston University,L
East Carolina,UNC Wilmington,L
Alcorn St.,UC Riverside,L
Maryland Eastern Sho,Connecticut,L
Iona,Delaware,L
Merrimack,Canisius,W
Coppin St.,Virginia,L
Idaho St.,Arizona St.,L
Lehigh,Northwestern,L
LIU,Niagara,L
Jackson St.,Houston,L
Marist,New Hampshire,W
Central Arkansas,Little Rock,L
West Georgia,Georgia Southern,L
Stonehill,Robert Morris,L
Detroit Mercy,Davidson,L
Richmond,Charlotte,L
Louisiana,Lamar,L
Mount St. Mary's,Marist,L
Youngstown St.,Ohio St.,L
Alcorn St.,Utah St.,L
Marshall,Purdue,L
East Tennessee St.,Jacksonville,L
North Alabama,Wofford,L
Charleston,Rhode Island,L
Northern Illinois,DePaul,L
Stonehill,Providence,L
Chicago St.,Radford,L
NJIT,Loyola MD,L
Southern Utah,UCLA,L
Old Dominion,Arizona,L
Vermont,Auburn,L
New Hampshire,Fairfield,L
Oakland,Boise St.,L
Pacific,Northern Arizona,L
UMKC,Southeast Missouri S,L
Penn,Drexel,L
Buffalo,Bryant,L
Pepperdine,Weber St.,L
Siena,St. Bonaventure,L
Texas A&M Commerce,Incarnate Word,L
Coppin St.,High Point,L
Iona,West Virginia,L
USC,Saint Mary's,L
Stetson,The Citadel,L
Bucknell,St. Bonaventure,L
Houston Christian,Creighton,L
Wagner,NJIT,W
Central Connecticut,Sacred Heart,L
Northern Illinois,Elon,L
Coppin St.,Penn St.,L
Long Beach St.,UTEP,L
Coppin St.,Rider,L
Colgate,N.C. State,L
Niagara,Lafayette,L
Maryland Eastern Sho,Illinois,L
Charleston Southern,Furman,L
Kent St.,UC Irvine,L
North Dakota St.,Southern Illinois,L
Morehead St.,Louisville,L
Coppin St.,Wake Forest,L
Mississippi Valley S,Iowa St.,L
Mississippi Valley S,Missouri,L
New Orleans,Stonehill,L
Tennessee Martin,Le Moyne,L
Texas A&M Commerce,Connecticut,L
Detroit Mercy,Tulsa,L
Eastern Michigan,Texas St.,L
Western Carolina,Tennessee,L
Wofford,Duke,L
Western Carolina,Queens,L
Stephen F. Austin,Presbyterian,L
Tarleton St.,Baylor,L
NJIT,Wagner,L
Boston University,UCLA,L
Alabama A&M,Lipscomb,L
Merrimack,VCU,L
Hofstra,Temple,L
Little Rock,Illinois,L
Wagner,Seton Hall,L
Evansville,Ohio St.,L
Youngstown St.,Presbyterian,L
Chicago St.,San Francisco,L
Canisius,Maryland,L
Maryland Eastern Sho,Arkansas,L
